SCC,num,specise,PSO4,PNO3,PEC,POC,PMFINE,
50100500,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50100505,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50100506,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50100508,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
50100510,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
50100515,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50100516,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50100517,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50100599,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50100601,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
50100602,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
50100603,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
50100604,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
50100701,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50100789,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50100791,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50100793,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50100799,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50180001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50182599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50190005,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
50190006,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50190010,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50200101,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200102,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200103,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200104,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200105,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
50200201,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
50200202,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200205,92000,PM2_5,0.0165,0.0035,0.109,0.3882,0.4828,1
50200301,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200501,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200502,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200504,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200505,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50200506,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50200507,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50200515,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50200518,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50200601,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50200602,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50200901,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50280001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50290005,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
50290006,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50290010,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50290099,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50300101,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300102,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300103,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300104,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300105,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
50300106,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
50300107,92086,PM2_5,0.2536,0.0126,0.0283,0.2157,0.4898,1
50300108,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300109,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300111,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300112,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300113,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300114,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300201,92000,PM2_5,0.0165,0.0035,0.109,0.3882,0.4828,1
50300202,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300205,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300500,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300501,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300502,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300503,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300504,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300505,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300506,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50300516,92081,PM2_5,0.19,0.0142,0.0152,0.0841,0.6965,1
50300599,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50300601,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50300602,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300603,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300701,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300702,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300789,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50300801,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300810,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300820,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300830,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50300899,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50382501,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50382599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50390005,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
50390006,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50390007,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50390010,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
50400201,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50400320,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50410001,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762,1
50410010,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762,1
50410030,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762,1
50410040,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762,1
50410110,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762,1
50410120,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762,1
50410310,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762,1
50410321,92038,PM2_5,0.0021,0.0003,0.0113,0.0101,0.9762,1
50410405,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50410510,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50410530,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50410535,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
50410562,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50410563,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50410622,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50410645,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50410721,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50490000,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
50490004,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
62540025,92031,PM2_5,0.0005,0.0005,#N/A,0.12,0.879,#N/A
62540041,92030,PM2_5,0.0036,#N/A,0.0018,0.0405,0.9542,#N/A
62580001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
63111001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
63111043,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
63180001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64130111,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64130201,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64131001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64180001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64450001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64450052,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64470024,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64520001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64520011,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64520020,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64521010,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64521041,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64630001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64630040,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64630052,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64631001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64631030,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64631080,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64632030,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64633050,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64820010,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64880001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64882599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
64920001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64920021,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64920030,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64930001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
64982599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
65110021,92039,PM2_5,0.0313,0.0035,#N/A,#N/A,0.9652,#N/A
65130001,92039,PM2_5,0.0313,0.0035,#N/A,#N/A,0.9652,#N/A
65130010,92039,PM2_5,0.0313,0.0035,#N/A,#N/A,0.9652,#N/A
65135012,92039,PM2_5,0.0313,0.0035,#N/A,#N/A,0.9652,#N/A
65140015,92039,PM2_5,0.0313,0.0035,#N/A,#N/A,0.9652,#N/A
68180001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
68241001,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
68241002,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
68241030,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
68241098,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
68282599,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
68430120,92039,PM2_5,0.0313,0.0035,#N/A,#N/A,0.9652,#N/A
68440001,92017,PM2_5,0.0312,0.0035,0.0182,0.0917,0.8552,0.9998
99999999,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
2101000000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
2101002000,92095,PM2_5,0.126725,0.00208,0.01696,0.026307,0.827928,1
2101003000,92056,PM2_5,0.4624,0.0009,0.0013,0.103,0.4324,1
2101004000,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
2101004002,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
2101005000,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
2101006000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2101006001,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2101006002,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2101007000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2101010000,92060,PM2_5,0.1951,0.028,0.1716,0.3549,0.2504,1
2102001000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
2102002000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
2102004000,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
2102005000,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
2102006000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2102006001,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2102006002,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2102007000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2102008000,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
2102009000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
2102010000,92060,PM2_5,0.1951,0.028,0.1716,0.3549,0.2504,1
2102011000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2103000000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
2103001000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
2103002000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
2103004000,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
2103005000,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
2103006000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2103007000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2103007005,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2103007010,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2103008000,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
2103011000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2104000000,92063,PM2_5,0.126,0.0341,#N/A,0.8295,0.0104,#N/A
2104001000,92062,PM2_5,0.0332,0.0031,0.2395,0.6383,0.0858,0.9999
2104002000,92062,PM2_5,0.0332,0.0031,0.2395,0.6383,0.0858,0.9999
2104004000,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
2104005000,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
2104006000,92063,PM2_5,0.126,0.0341,#N/A,0.8295,0.0104,#N/A
2104006010,92063,PM2_5,0.126,0.0341,#N/A,0.8295,0.0104,#N/A
2104007000,92063,PM2_5,0.126,0.0341,#N/A,0.8295,0.0104,#N/A
2104008000,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008001,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008002,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008003,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008004,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008010,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008030,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008050,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008051,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008052,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008053,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104008070,92068,PM2_5,0.0041,0.0019,0.0558,0.5282,0.41,1
2104009000,92071,PM2_5,#N/A,0.00004,0.125,0.57,0.305,#N/A
2104011000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2199001000,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
2199004000,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
2199004001,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
2199004002,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
2199005000,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
2199006000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2199006001,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2199006002,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2199007000,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
2199010000,92060,PM2_5,0.1951,0.028,0.1716,0.3549,0.2504,1
2199011000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2201001000,92050,PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001110,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001130,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001150,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001170,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001190,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001210,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001230,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001250,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001270,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001290,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001310,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001330,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201001900,92050,PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020000,92050,PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020110,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020130,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020150,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020170,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020190,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020210,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020230,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020250,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020270,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020290,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020310,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201020330,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040110,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040130,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040150,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040170,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040190,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040210,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040230,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040250,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040270,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040290,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040310,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201040330,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201060000,92050,PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070000,92050,PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070110,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070130,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070150,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070170,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070190,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070210,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070230,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070250,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070270,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070290,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070310,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201070330,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080000,92050,PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080110,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080130,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080150,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080170,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080190,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080210,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080230,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080250,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080270,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080290,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080310,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2201080330,92050,EXH__PM2_5,0.0077,0.001,0.2355,0.5339,0.2219,1
2230001000,92042,PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060000,92042,PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230070000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230070900,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2260000000,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001000,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001010,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001010,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001020,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001020,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001030,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001030,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001060,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260001060,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002000,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002000,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002006,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002006,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002009,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002009,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002021,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002021,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002027,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002027,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002039,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002039,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002054,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260002054,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260003000,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260003000,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260003030,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260003030,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260003040,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260003040,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004000,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004015,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004015,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004016,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004016,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004020,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004020,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004021,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004021,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004025,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004025,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004026,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004026,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004030,92049,PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
2260004030,92049,EXH__PM2_5,0.0025,0.0035,0.1001,0.694,0.1999,1
